"ResponseId","HHResponseId","HHCODE","PERCODE","PERNAME","DIARY","DATE","PLANO","PLACE","PLACE_NAME","PLACE_STREET","PLACE_CITY","PLOC0","PLOC","PLOC_LAT","PLOC_LNG","PLOC_ADD","PLOC_PID","PLOC_APPROX","PLOC_GEOID","ARR_HOUR","ARR_MIN","ARR_AMPM","ARR_TIME","ACTIVITY","ACTIVITY_TEXT","LEAVE","NOTRIPS","NOTRIPS_TEXT","DEP_HOUR","DEP_MIN","DEP_AMPM","DEP_TIME","ACT_TIME","MODE","MODE_TEXT","PEOPLE","VEHICLE","VEHICLE_TEXT"
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,6,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",1,35,"PM",2019-02-22 13:35:00,"Work activities","","Yes",NA,"",4,15,"PM",2019-02-22 16:15:00,160,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,7,"Other place","","","","","",NA,NA,"","",FALSE,"490050005021",4,20,"PM",2019-02-22 16:20:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",4,45,"PM",2019-02-22 16:45:00,25,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,8,"Other place","","","","","",NA,NA,"","",FALSE,"490050006003",4,50,"PM",2019-02-22 16:50:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",5,30,"PM",2019-02-22 17:30:00,40,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,9,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",5,50,"PM",2019-02-22 17:50:00,"Home activities","","Yes",NA,"",8,0,"PM",2019-02-22 20:00:00,130,"Car/Van/Truck/SUV Passenger","","1","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,10,"Other place","","","","","",NA,NA,"","",FALSE,"490050005021",8,15,"PM",2019-02-22 20:15:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",8,20,"PM",2019-02-22 20:20:00,5,"Car/Van/Truck/SUV Passenger","","1","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,11,"Other place","","","","","",NA,NA,"","",FALSE,"490050005021",8,20,"PM",2019-02-22 20:20:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",8,40,"PM",2019-02-22 20:40:00,20,"Car/Van/Truck/SUV Passenger","","1","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,12,"Other place","","","","","",NA,NA,"","",FALSE,"490050004011",8,45,"PM",2019-02-22 20:45:00,"Eat meal at restaurant","","Yes",NA,"",9,15,"PM",2019-02-22 21:15:00,30,"Car/Van/Truck/SUV Passenger","","1","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,13,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",9,30,"PM",2019-02-22 21:30:00,"Home activities","","Yes",NA,"",9,30,"PM",2019-02-22 21:30:00,0,"Car/Van/Truck/SUV Passenger","","3","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,14,"Other place","","","","","",NA,NA,"","",FALSE,"490050013002",9,45,"PM",2019-02-22 21:45:00,"Drop off or pick up passenger(s)","","Yes",NA,"",9,45,"PM",2019-02-22 21:45:00,0,"Car/Van/Truck/SUV Passenger","","2","Primary household vehicle",""
"R_3KMFz1lW5hLaiqB","R_oXpdHONH3P37o4N",1042,1,"","DIARY6",2019-02-22,15,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",10,0,"PM",2019-02-22 22:00:00,"Home activities","","No",NA,"",3,0,"AM",2019-02-23 03:00:00,300,NA,"",NA,NA,""
"R_3nAvDg7HmDtafPC","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-14,1,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",3,0,"AM",2019-01-14 03:00:00,"Home activities","","Yes",NA,"",6,45,"AM",2019-01-14 06:45:00,225,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_3nAvDg7HmDtafPC","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-14,2,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",7,0,"AM",2019-01-14 07:00:00,"Work activities","","Yes",NA,"",12,0,"PM",2019-01-14 12:00:00,300,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_3nAvDg7HmDtafPC","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-14,3,"Other place","","","","","",NA,NA,"","",FALSE,"490050004011",12,10,"PM",2019-01-14 12:10:00,"Eat meal at restaurant","","Yes",NA,"",12,45,"PM",2019-01-14 12:45:00,35,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_3nAvDg7HmDtafPC","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-14,4,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",12,55,"PM",2019-01-14 12:55:00,"Work activities","","Yes",NA,"",4,30,"PM",2019-01-14 16:30:00,215,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_3nAvDg7HmDtafPC","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-14,5,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",4,45,"PM",2019-01-14 16:45:00,"Home activities","","No",NA,"",3,0,"AM",2019-01-15 03:00:00,615,NA,"",NA,NA,""
"R_2pXBD6Y5zxrLWJ4","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-15,1,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",3,0,"AM",2019-01-15 03:00:00,"Home activities","","Yes",NA,"",6,45,"AM",2019-01-15 06:45:00,225,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2pXBD6Y5zxrLWJ4","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-15,2,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",7,0,"AM",2019-01-15 07:00:00,"Work activities","","Yes",NA,"",11,45,"AM",2019-01-15 11:45:00,285,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_2pXBD6Y5zxrLWJ4","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-15,3,"Other place","","","","","",NA,NA,"","",FALSE,"490050010011",11,55,"AM",2019-01-15 11:55:00,"Social or entertainment activities (friends/relatives, movie, etc.)","","Yes",NA,"",12,30,"PM",2019-01-15 12:30:00,35,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_2pXBD6Y5zxrLWJ4","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-15,4,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",12,40,"PM",2019-01-15 12:40:00,"Work activities","","Yes",NA,"",4,30,"PM",2019-01-15 16:30:00,230,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2pXBD6Y5zxrLWJ4","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-15,5,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",4,45,"PM",2019-01-15 16:45:00,"Home activities","","Yes",NA,"",6,20,"PM",2019-01-15 18:20:00,95,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2pXBD6Y5zxrLWJ4","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-15,6,"Other place","","","","","",NA,NA,"","",FALSE,"490050012021",6,30,"PM",2019-01-15 18:30:00,"Civic or religious activities","","Yes",NA,"",8,30,"PM",2019-01-15 20:30:00,120,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2pXBD6Y5zxrLWJ4","R_oXpdHONH3P37o4N",1042,2,"","DIARY12",2019-01-15,7,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",8,35,"PM",2019-01-15 20:35:00,"Home activities","","No",NA,"",3,0,"AM",2019-01-16 03:00:00,385,NA,"",NA,NA,""
"R_RJj0sudo2BBaVeV","R_oXpdHONH3P37o4N",1042,2,"","DIARY3",2019-01-29,1,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",3,0,"AM",2019-01-29 03:00:00,"Home activities","","Yes",NA,"",6,45,"AM",2019-01-29 06:45:00,225,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_RJj0sudo2BBaVeV","R_oXpdHONH3P37o4N",1042,2,"","DIARY3",2019-01-29,2,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",7,0,"AM",2019-01-29 07:00:00,"Work activities","","Yes",NA,"",11,55,"AM",2019-01-29 11:55:00,295,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_RJj0sudo2BBaVeV","R_oXpdHONH3P37o4N",1042,2,"","DIARY3",2019-01-29,3,"Other place","","","","","",NA,NA,"","",FALSE,"490050005022",12,0,"PM",2019-01-29 12:00:00,"Drop off or pick up passenger(s)","","Yes",NA,"",12,0,"PM",2019-01-29 12:00:00,0,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_RJj0sudo2BBaVeV","R_oXpdHONH3P37o4N",1042,2,"","DIARY3",2019-01-29,4,"Other place","","","","","",NA,NA,"","",FALSE,"490050010011",12,5,"PM",2019-01-29 12:05:00,"Social or entertainment activities (friends/relatives, movie, etc.)","","Yes",NA,"",12,55,"PM",2019-01-29 12:55:00,50,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_RJj0sudo2BBaVeV","R_oXpdHONH3P37o4N",1042,2,"","DIARY3",2019-01-29,5,"Other place","","","","","",NA,NA,"","",FALSE,"490050005022",1,5,"PM",2019-01-29 13:05:00,"Drop off or pick up passenger(s)","","Yes",NA,"",1,5,"PM",2019-01-29 13:05:00,0,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_RJj0sudo2BBaVeV","R_oXpdHONH3P37o4N",1042,2,"","DIARY3",2019-01-29,6,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",1,5,"PM",2019-01-29 13:05:00,"Work activities","","Yes",NA,"",4,30,"PM",2019-01-29 16:30:00,205,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_RJj0sudo2BBaVeV","R_oXpdHONH3P37o4N",1042,2,"","DIARY3",2019-01-29,7,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",4,45,"PM",2019-01-29 16:45:00,"Home activities","","No",NA,"",3,0,"AM",2019-01-30 03:00:00,615,NA,"",NA,NA,""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,1,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",3,0,"AM",2019-01-30 03:00:00,"Home activities","","Yes",NA,"",6,45,"AM",2019-01-30 06:45:00,225,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,2,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",8,0,"AM",2019-01-30 08:00:00,"Work activities","","Yes",NA,"",11,45,"AM",2019-01-30 11:45:00,225,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,3,"Other place","","","","","",NA,NA,"","",FALSE,"490050005022",11,50,"AM",2019-01-30 11:50:00,"Drop off or pick up passenger(s)","","Yes",NA,"",11,50,"AM",2019-01-30 11:50:00,0,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,4,"Other place","","","","","",NA,NA,"","",FALSE,"490050010011",11,55,"AM",2019-01-30 11:55:00,"Social or entertainment activities (friends/relatives, movie, etc.)","","Yes",NA,"",12,30,"PM",2019-01-30 12:30:00,35,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,5,"Other place","","","","","",NA,NA,"","",FALSE,"490050005022",12,35,"PM",2019-01-30 12:35:00,"Drop off or pick up passenger(s)","","Yes",NA,"",12,35,"PM",2019-01-30 12:35:00,0,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,6,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",12,40,"PM",2019-01-30 12:40:00,"Work activities","","Yes",NA,"",5,0,"PM",2019-01-30 17:00:00,260,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,7,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",5,15,"PM",2019-01-30 17:15:00,"Home activities","","Yes",NA,"",5,20,"PM",2019-01-30 17:20:00,5,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,8,"Other place","","","","","",NA,NA,"","",FALSE,"490050010021",5,30,"PM",2019-01-30 17:30:00,"Drop off or pick up passenger(s)","","Yes",NA,"",5,30,"PM",2019-01-30 17:30:00,0,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_2EygguJH3s8HR4s","R_oXpdHONH3P37o4N",1042,2,"","DIARY4",2019-01-30,9,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",5,45,"PM",2019-01-30 17:45:00,"Home activities","","No",NA,"",3,0,"AM",2019-01-31 03:00:00,555,NA,"",NA,NA,""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,1,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",3,0,"AM",2019-02-21 03:00:00,"Home activities","","Yes",NA,"",6,50,"AM",2019-02-21 06:50:00,230,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,2,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",7,0,"AM",2019-02-21 07:00:00,"Work activities","","Yes",NA,"",11,50,"AM",2019-02-21 11:50:00,290,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,3,"Other place","","","","","",NA,NA,"","",FALSE,"490050005022",11,55,"AM",2019-02-21 11:55:00,"Drop off or pick up passenger(s)","","Yes",NA,"",11,55,"AM",2019-02-21 11:55:00,0,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,4,"Other place","","","","","",NA,NA,"","",FALSE,"490050010024",12,0,"PM",2019-02-21 12:00:00,"Eat meal at restaurant","","Yes",NA,"",12,50,"PM",2019-02-21 12:50:00,50,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,5,"Other place","","","","","",NA,NA,"","",FALSE,"490050005022",12,55,"PM",2019-02-21 12:55:00,"Drop off or pick up passenger(s)","","Yes",NA,"",12,55,"PM",2019-02-21 12:55:00,0,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,6,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",1,0,"PM",2019-02-21 13:00:00,"Work activities","","Yes",NA,"",4,55,"PM",2019-02-21 16:55:00,235,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,7,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",5,10,"PM",2019-02-21 17:10:00,"Home activities","","Yes",NA,"",5,55,"PM",2019-02-21 17:55:00,45,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,8,"Other place","","","","","",NA,NA,"","",FALSE,"490050012022",6,0,"PM",2019-02-21 18:00:00,"Civic or religious activities","","Yes",NA,"",6,55,"PM",2019-02-21 18:55:00,55,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,9,"Other place","","","","","",NA,NA,"","",FALSE,"490050012021",7,0,"PM",2019-02-21 19:00:00,"Civic or religious activities","","Yes",NA,"",8,0,"PM",2019-02-21 20:00:00,60,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_W34yCQzbMahl8DD","R_oXpdHONH3P37o4N",1042,2,"","DIARY5",2019-02-21,10,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",8,5,"PM",2019-02-21 20:05:00,"Home activities","","No",NA,"",3,0,"AM",2019-02-22 03:00:00,415,NA,"",NA,NA,""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,1,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",3,0,"AM",2019-02-22 03:00:00,"Home activities","","Yes",NA,"",6,50,"AM",2019-02-22 06:50:00,230,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,2,"Primary job","","","","","",NA,NA,"","",FALSE,"490050005022",7,0,"AM",2019-02-22 07:00:00,"Work activities","","Yes",NA,"",5,20,"PM",2019-02-22 17:20:00,620,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,3,"Other place","","","","","",NA,NA,"","",FALSE,"490050006003",5,30,"PM",2019-02-22 17:30:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",5,45,"PM",2019-02-22 17:45:00,15,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,4,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",6,0,"PM",2019-02-22 18:00:00,"Home activities","","Yes",NA,"",8,0,"PM",2019-02-22 20:00:00,120,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,5,"Other place","","","","","",NA,NA,"","",FALSE,"490050005021",8,15,"PM",2019-02-22 20:15:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",8,20,"PM",2019-02-22 20:20:00,5,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,6,"Other place","","","","","",NA,NA,"","",FALSE,"490050005021",8,20,"PM",2019-02-22 20:20:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",8,45,"PM",2019-02-22 20:45:00,25,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,7,"Other place","","","","","",NA,NA,"","",FALSE,"490050004011",8,45,"PM",2019-02-22 20:45:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",9,0,"PM",2019-02-22 21:00:00,15,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,8,"Other place","","","","","",NA,NA,"","",FALSE,"490050004011",9,5,"PM",2019-02-22 21:05:00,"Eat meal at restaurant","","Yes",NA,"",9,15,"PM",2019-02-22 21:15:00,10,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,9,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",9,30,"PM",2019-02-22 21:30:00,"Home activities","","Yes",NA,"",9,30,"PM",2019-02-22 21:30:00,0,"Car/Van/Truck/SUV Driver","","3","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,10,"Other place","","","","","",NA,NA,"","",FALSE,"490050013002",9,45,"PM",2019-02-22 21:45:00,"Drop off or pick up passenger(s)","","Yes",NA,"",9,45,"PM",2019-02-22 21:45:00,0,"Car/Van/Truck/SUV Driver","","2","Primary household vehicle",""
"R_20oVsYuL2Q8CLo5","R_oXpdHONH3P37o4N",1042,2,"","DIARY6",2019-02-22,11,"Home","","","","","",NA,NA,"","",FALSE,"490050012022",10,0,"PM",2019-02-22 22:00:00,"Home activities","","No",NA,"",3,0,"AM",2019-02-23 03:00:00,300,NA,"",NA,NA,""
"R_1Lveo0zAM4UOIBt","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-14,1,"Home","","","","","",NA,NA,"","",FALSE,"490050004012",3,0,"AM",2019-01-14 03:00:00,"Home activities","","Yes",NA,"",8,40,"AM",2019-01-14 08:40:00,340,"Car/Van/Truck/SUV Driver","","2","Primary household vehicle",""
"R_1Lveo0zAM4UOIBt","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-14,2,"Other place","","","","","",NA,NA,"","",TRUE,"490050004033",8,50,"AM",2019-01-14 08:50:00,"Drop off or pick up passenger(s)","","Yes",NA,"",8,55,"AM",2019-01-14 08:55:00,5,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_1Lveo0zAM4UOIBt","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-14,3,"Home","","","","","",NA,NA,"","",FALSE,"490050004012",9,5,"AM",2019-01-14 09:05:00,"Home activities","","Yes",NA,"",9,30,"AM",2019-01-14 09:30:00,25,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_1Lveo0zAM4UOIBt","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-14,4,"School","","","","","",NA,NA,"","",FALSE,"490050007022",9,40,"AM",2019-01-14 09:40:00,"School activities","","Yes",NA,"",10,25,"AM",2019-01-14 10:25:00,45,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_1Lveo0zAM4UOIBt","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-14,5,"Home","","","","","",NA,NA,"","",FALSE,"490050004012",10,35,"AM",2019-01-14 10:35:00,"Home activities","","Yes",NA,"",3,30,"PM",2019-01-14 15:30:00,295,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_1Lveo0zAM4UOIBt","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-14,6,"Other place","","","","","",NA,NA,"","",TRUE,"490050004033",3,40,"PM",2019-01-14 15:40:00,"Drop off or pick up passenger(s)","","Yes",NA,"",4,0,"PM",2019-01-14 16:00:00,20,"Car/Van/Truck/SUV Driver","","2","Primary household vehicle",""
"R_1Lveo0zAM4UOIBt","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-14,7,"Other place","","","","","",NA,NA,"","",FALSE,"490050004031",4,5,"PM",2019-01-14 16:05:00,"Other errands or appointments (bank, professional office, doctor/dentist, etc.)","","Yes",NA,"",4,20,"PM",2019-01-14 16:20:00,15,"Car/Van/Truck/SUV Driver","","2","Primary household vehicle",""
"R_1Lveo0zAM4UOIBt","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-14,8,"Home","","","","","",NA,NA,"","",FALSE,"490050004012",4,25,"PM",2019-01-14 16:25:00,"Home activities","","No",NA,"",3,0,"AM",2019-01-15 03:00:00,635,NA,"",NA,NA,""
"R_1OleVNwSuEEStsa","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-15,1,"Home","","","","","",NA,NA,"","",FALSE,"490050004012",3,0,"AM",2019-01-15 03:00:00,"Home activities","","Yes",NA,"",7,50,"AM",2019-01-15 07:50:00,290,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_8Dt2Qgfq1zQssff","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-15,1,"Home","","","","","",NA,NA,"","",FALSE,"490050004012",3,0,"AM",2019-01-15 03:00:00,"Home activities","","Yes",NA,"",7,55,"AM",2019-01-15 07:55:00,295,"Car/Van/Truck/SUV Driver","","1","Primary household vehicle",""
"R_1OleVNwSuEEStsa","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-15,2,"Other place","","","","","",NA,NA,"","",TRUE,"490050004033",8,0,"AM",2019-01-15 08:00:00,"Drop off or pick up passenger(s)","","Yes",NA,"",8,5,"AM",2019-01-15 08:05:00,5,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_8Dt2Qgfq1zQssff","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-15,2,"Other place","","","","","",NA,NA,"","",TRUE,"490050004033",8,5,"AM",2019-01-15 08:05:00,"Drop off or pick up passenger(s)","","Yes",NA,"",8,10,"AM",2019-01-15 08:10:00,5,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_1OleVNwSuEEStsa","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-15,3,"School","","","","","",NA,NA,"","",FALSE,"490050007022",10,55,"AM",2019-01-15 10:55:00,"School activities","","Yes",NA,"",5,50,"PM",2019-01-15 17:50:00,415,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_8Dt2Qgfq1zQssff","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-15,3,"Home","","","","","",NA,NA,"","",FALSE,"490050004012",8,15,"AM",2019-01-15 08:15:00,"Home activities","","Yes",NA,"",10,45,"AM",2019-01-15 10:45:00,150,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
"R_1OleVNwSuEEStsa","R_22EpRhxOV6blEWn",1043,1,"","DIARY12",2019-01-15,4,"Other place","","","","","",NA,NA,"","",TRUE,"490050006003",6,0,"PM",2019-01-15 18:00:00,"Shopping (groceries, clothing, convenience store, etc)","","Yes",NA,"",6,5,"PM",2019-01-15 18:05:00,5,"Car/Van/Truck/SUV Driver","","0 (none)","Primary household vehicle",""
