"ResponseId","HHResponseId","HHCODE","PERCODE","PERNAME","CHANGES_TEXT","VALUES_1","VALUES_2","VALUES_3","VALUES_4","VALUES_5","VALUES_6","VALUES_7","VALUES_8","VALUES_9","VALUES_EGO","VALUES_ALT","VALUES_BIO","ATT_ENVR_1","ATT_ENVR_2","ATT_ENVR_3","ATT_ENVR_4","ATT_ENVR_5","ATT_ENVR_6","ATT_ENVR_7","ATT_ENVR_8","ATT_ENVR_9","ATT_ENVR_10","ATT_ENVR_11","ATT_ENVR_12","ATT_ENVR_13","ATT_ENVR_14","ATT_ENVR_15","ATT_ENVR_16","ATT_ENVR","ATT_ENVR_TECH","ATT_HEALTH_1","ATT_HEALTH_2","ATT_HEALTH_3","ATT_HEALTH_4","ATT_HEALTH_5","ATT_HEALTH_6","ATT_HEALTH_7","ATT_HEALTH_8","ATT_HEALTH","NORMS_ME_1","NORMS_ME_2","NORMS_ME_3","NORMS_ME_4","NORMS_ME_SELF","NORMS_ME_SELF_NO","NORMS_ME_OTHERS","NORMS_ME_OTHERS_NO","NORMS_PEER_1","NORMS_PEER_2","NORMS_PEER_3","NORMS_PEER_4","NORMS_PEER_SELF","NORMS_PEER_SELF_NO","NORMS_PEER_OTHERS","NORMS_PEER_OTHERS_NO","NORMS_ORGS_1","NORMS_ORGS_2","NORMS_ORGS_3","NORMS_ORGS_4","NORMS_ORGS_SELF","NORMS_ORGS_SELF_NO","NORMS_ORGS_OTHERS","NORMS_ORGS_OTHERS_NO","SELFEFF_1","SELFEFF_2","SELFEFF_3","SELFEFF_4","SELFEFF_5","SELFEFF_6","SELFEFF","AQ_IMPACTS_1","AQ_IMPACTS_2","AQ_IMPACTS_3","AQ_IMPACTS_4","AQ_IMPACTS_5","AQ_CAUSES_1","AQ_CAUSES_2","AQ_CAUSES_3","AQ_CAUSES_4","AQ_CAUSES_5","AQ_ME_1","AQ_ME_2","AQ_ME_3","AQ_ME_4","AQ_ME_5","AQ_ME_6","AQ_PEER_1","AQ_PEER_2","AQ_PEER_3","AQ_PEER_4","AQ_ORGS_1","AQ_ORGS_2","AQ_ORGS_3","AQ_ORGS_4","IDLING_1","IDLING_2","IDLING_3","IDLING_4","IDLING_5","IDLING_6","IDLING_6_TEXT","IDLING_LOGAN","IDLING","IDLING_LOGAN2","BEHCHG_ME_1","BEHCHG_ME_2","BEHCHG_ME_3","BEHCHG_ME_4","BEHCHG_ME_5","BEHCHG_ME_6","BEHCHG_ME_7","BEHCHG_ME_8","BEHCHG_ME_8_TEXT","BEHCHG_ME_9","BEHCHG_ME","BEHCHG_ME_MODE","BEHCHG_ME_TRIP","BEHCHG_ME_IDLE","BEHCHG_POP_1","BEHCHG_POP_2","BEHCHG_POP_3","BEHCHG_POP_4","BEHCHG_POP_5","BEHCHG_POP_6","BEHCHG_POP_7","BEHCHG_POP_8","BEHCHG_POP_8_TEXT","BEHCHG_POP_9","BEHCHG_POP","BEHCHG_POP_MODE","BEHCHG_POP_TRIP","BEHCHG_POP_IDLE","SUPPORT_1","SUPPORT_2","SUPPORT_3","SUPPORT_4","SUPPORT_5","SUPPORT_6","SUPPORT_7","SUPPORT_8","SUPPORT","OTHER_IDEAS","ORGPROG_1","ORGPROG_2","ORGPROG_3","ORGPROG_4","ORGPROG_5","ORGPROG_6","ORGPROG","COMMENTS"
"R_3r2rQ1BrC8kyDM5","R_3HnWlOjDsvxHc8u",1153,2,"","","Moderately important","Moderately important","Slightly important","Moderately important","Very important","Very important","Moderately important","Moderately important","Extremely important",1.66666666666667,2.66666666666667,2.66666666666667,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree",0.3,-1,"Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree",0.4,"About the same","Somewhat less","Much more","Much more",0.5,FALSE,0.75,FALSE,"About the same","Much less","Much more","Much more",0.5,FALSE,1,FALSE,"Much more","Much more","Much less","Much less",-1,FALSE,-1,FALSE,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree",-0.25,"A lot","A lot","A lot","A lot","A lot","Not at all","A little","A lot","A lot","A lot","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","No opinion","Somewhat agree","Strongly agree","Strongly agree","No opinion","Somewhat disagree","Somewhat agree","Somewhat agree","No opinion","Sometimes","Sometimes","Always","Sometimes","Rarely",NA,"","I have no idea.",0.55,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,0,FALSE,FALSE,FALSE,"20%","50%",NA,"<5%","<5%","20%","20%",NA,"",NA,0.2,0.35,0.1,0.2,"I might support this","I would strongly support this","I might support this","I would never support this","I would never support this","I would never support this","I might support this","I would never support this",-0.375,"","Familiar with it","Never heard of it","Never heard of it","Familiar with it","Never heard of it","Never heard of it",2,""
"R_12JvOZJravRWqBw","R_3etukgJFjfhgOiD",1154,1,"","","Slightly important","Moderately important","Slightly important","Very important","Very important","Very important","Moderately important","Slightly important","Very important",1.33333333333333,3,2,"Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",0.133333333333333,0,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree",0.8,"About the same","No opinion","No opinion","No opinion",0,FALSE,0,TRUE,"No opinion","No opinion","No opinion","No opinion",0,TRUE,0,TRUE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly disagree",-0.666666666666667,"Moderately","Moderately","Moderately","Moderately","A little","A little","Moderately","Moderately","A little","A little","Strongly agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Frequently","Sometimes","Never","Never","Never",NA,"","I have no idea.",0.25,"Don't know",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,1,FALSE,TRUE,FALSE,"<5%","20%","<5%","35%","20%","20%","<5%",NA,"",NA,0.157142857142857,0.1,0.25,0.05,"I might support this","I would never support this","I would strongly support this","I might support this","I might support this","I would never support this","I would never support this","I would never support this",-0.375,"","Never heard of it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Never heard of it",1,""
"R_ykI81BoTb1CsjD3","R_3etukgJFjfhgOiD",1154,2,"","","Slightly important","Very important","Extremely important","Moderately important","Moderately important","Moderately important","Slightly important","Moderately important","Moderately important",2.66666666666667,2,1.66666666666667,"Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree",0.366666666666667,0.5,"Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree",0.6,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree",-0.5,"A lot","A little","A little","A little","Moderately","A lot","A lot","A lot","Moderately","A little","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Sometimes","Sometimes","Sometimes","Never","Never",NA,"","I have no idea.",0.3,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",FALSE,1,FALSE,FALSE,TRUE,"20%","20%","20%","35%","20%","20%","35%",NA,"",NA,0.242857142857143,0.2,0.25,0.35,"I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I would strongly support this","I might support this","I might support this","I might support this",0.5,"","Never heard of it","Heard of it, but not familiar with it","Never heard of it","Heard of it, but not familiar with it","Familiar with it","Heard of it, but not familiar with it",2.5,""
"R_2rOVXY5FzL87Q4G","R_puZlt17byrFW2sN",1159,1,"","","Moderately important","Slightly important","Moderately important","Extremely important","Very important","Extremely important","Extremely important","Moderately important","Very important",1.66666666666667,3.66666666666667,3,"Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree",0.3,0.5,"Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",0.7,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree",-0.166666666666667,"A lot","Moderately","Moderately","A little","Moderately","Moderately","Moderately","A lot","A little","A little","Strongly agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Sometimes","Sometimes","Frequently","Always","Never","Frequently","","I have no idea.",0.583333333333333,"Don't know",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"",FALSE,4,FALSE,TRUE,TRUE,"<5%","<5%","<5%","<5%","<5%","<5%","<5%","<5%","",">95%",0.05,0.05,0.05,0.05,"I might support this","I would strongly support this","I might support this","I would strongly support this","I might support this","I would strongly support this","I would strongly support this","I might support this",0.5,"","Heard of it, but not familiar with it","Never heard of it","Never heard of it","Familiar with it","Heard of it, but not familiar with it","Heard of it, but not familiar with it",2.5,""
"R_3CDEoxDlokWsX7H","R_puZlt17byrFW2sN",1159,2,"","","Moderately important","Moderately important","Slightly important","Moderately important","Moderately important","Not at all important","Slightly important","Moderately important","Slightly important",1.66666666666667,1.33333333333333,1.33333333333333,"Strongly disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly agree",-0.4,1,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree",0,"About the same","About the same","Somewhat more","No opinion",0.25,FALSE,0,FALSE,"Much less","Much less","Much more","Much more",1,FALSE,1,FALSE,"Somewhat less","Somewhat less","About the same","About the same",0.25,FALSE,0.25,FALSE,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree",-1,"Not at all","Not at all","Not at all","Not at all","Not at all","A lot","No opinion","A little","Not at all","A lot","Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Always","Always","Always","Always","Always",NA,"","I have no idea.",1,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,0,FALSE,FALSE,FALSE,"<5%","<5%","<5%","<5%","<5%","<5%","<5%",">95%","","<5%",0.05,0.05,0.05,0.05,"I would never support this","I might support this","I would never support this","I would strongly support this","I might support this","I would never support this","I would never support this","I would never support this",-0.5,"","Never heard of it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Never heard of it","Never heard of it",0.5,""
"R_SUfPCEMFKlUOgAp","R_qxvF5XLwX9LzsHf",1160,1,"","","Slightly important","Not at all important","Slightly important","Very important","Extremely important","Very important","Moderately important","Moderately important","Very important",0.666666666666667,3.33333333333333,2.33333333333333,"Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree",-0.0333333333333333,0,"Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree",0.9,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat more","Somewhat less","Somewhat less","Somewhat more",-0.5,FALSE,0.5,FALSE,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree",0.0833333333333333,"A little","A little","A little","A little","Not at all","A lot","A lot","A lot","A little","Moderately","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Sometimes","Sometimes","Never","Never","Never","Never","","I have no idea.",0.166666666666667,"Don't know",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"",FALSE,2,FALSE,TRUE,FALSE,"<5%","<5%","<5%","20%","20%","50%","20%",NA,"",NA,0.178571428571429,0.05,0.3,0.2,"I might support this","I might support this","I would strongly support this","I would never support this","I might support this",NA,NA,NA,0,"","Never heard of it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Never heard of it","Never heard of it",0.5,""
"R_3HwCgbarCj7Hw7r","R_qxvF5XLwX9LzsHf",1160,2,"","","Slightly important","Not at all important","Moderately important","Very important","Very important","Very important","Moderately important","Very important","Very important",1,3,2.66666666666667,"Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree",-0.133333333333333,0.5,"Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree",0.9,"Much less","Somewhat less","Much more","Much more",1,FALSE,0.75,FALSE,"Somewhat less","Somewhat less","About the same","Much more",0.25,FALSE,0.75,FALSE,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree",0.833333333333333,"Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","A little","Moderately","Moderately","Moderately","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Rarely","Never","Never","Never","Never",NA,"","I have no idea.",0.05,"Don't know",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,3,TRUE,TRUE,TRUE,"<5%","<5%","<5%","20%","<5%","<5%","35%",NA,"",NA,0.114285714285714,0.05,0.1,0.35,"I would strongly support this","I might support this","I would strongly support this","I would never support this","I might support this","I might support this","I might support this","I might support this",0.125,"","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Never heard of it",1.5,""
"R_1FgE5wuNNyOS3j4","R_T8bFWdtlAZVWQox",1161,1,"","","Moderately important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important",3,3.33333333333333,3.66666666666667,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",0.0666666666666667,0.5,"Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree",0.9,"About the same","Somewhat more","Somewhat more","Somewhat more",0.25,FALSE,0,FALSE,"About the same","Somewhat more","About the same","Somewhat more",0,FALSE,0,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree",0.416666666666667,"A lot","A lot","A lot","A lot","A lot","Not at all","Moderately","A lot","Moderately","Moderately","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Never","Never","Never","Never","Never",NA,"","I have no idea.",0,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",FALSE,1,FALSE,FALSE,TRUE,"50%","50%","65%","65%","35%","50%","80%",NA,"",NA,0.564285714285714,0.55,0.5,0.8,"I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I might support this","I might support this","I might support this","I might support this",0.375,"","Heard of it, but not familiar with it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Never heard of it",1.5,""
"R_bIoa8d3MS1hJhBv","R_T8bFWdtlAZVWQox",1161,2,"","","Moderately important","Very important","Extremely important","Extremely important","Extremely important","Very important","Extremely important","Extremely important","Extremely important",3,3.66666666666667,4,"Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",0.2,0.5,"Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree",0.7,"About the same","About the same","About the same","About the same",0,FALSE,0,FALSE,"About the same","About the same","About the same","About the same",0,FALSE,0,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",-0.166666666666667,"A lot","A lot","A lot","A lot","A lot","Not at all","Not at all","A lot","A little","Moderately","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Never","Never","Never","Never","Never",NA,"","I have no idea.",0,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",FALSE,1,FALSE,FALSE,TRUE,"50%","50%","50%","20%","20%","<5%","65%",NA,"",NA,0.371428571428571,0.5,0.15,0.65,"I would strongly support this","I might support this","I would strongly support this","I might support this","I would strongly support this","I would never support this","I might support this","I might support this",0.25,"","Never heard of it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Never heard of it",1,""
"R_3h3dpeWt8vZhFxV","R_2bW3TajFKTAzmmS",1162,1,"","","Not at all important","Opposed to my values","Very important","Extremely important","Very important","Extremely important","Extremely important","Extremely important","Extremely important",0.666666666666667,3.66666666666667,4,"Somewhat agree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat agree",0.6,0.5,"Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree",0.8,"Somewhat less","Much less","Much more","Much more",0.75,FALSE,1,FALSE,"About the same","Much less","Somewhat more","Much less",0.25,FALSE,0,FALSE,"Much more","Much more","Somewhat more","Somewhat more",-0.25,FALSE,-0.25,FALSE,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree",0.333333333333333,"A lot","A lot","A lot","Moderately","Moderately","A little","Moderately","A lot","A lot","A lot","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Never","Never","Never","Never","Never",NA,"",NA,0,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"",FALSE,5,TRUE,TRUE,TRUE,"50%","35%","35%","65%","65%","35%","50%",NA,"",NA,0.478571428571429,0.4,0.55,0.5,"I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I might support this","I might support this","I might support this","I would never support this",0.25,"","Familiar with it","Familiar with it","Familiar with it","Familiar with it","Familiar with it","Familiar with it",6,""
"R_1K0S2b16iGYN8uF","R_2bW3TajFKTAzmmS",1162,2,"","","Not at all important","Not at all important","Very important","Very important","Moderately important","Very important","Extremely important","Very important","Very important",1,2.66666666666667,3.33333333333333,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree",0.366666666666667,0.5,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree",1,"About the same","Much less","Somewhat more","Much more",0.25,FALSE,1,FALSE,"About the same","About the same","About the same","About the same",0,FALSE,0,FALSE,"Somewhat more","Somewhat more","Somewhat less","Somewhat less",-0.5,FALSE,-0.5,FALSE,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree",0.333333333333333,"A lot","A lot","A lot","A lot","A lot","Moderately","A lot","A lot","A lot","A lot","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Never","Never","Never","Never","Never",NA,"",NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,4,TRUE,TRUE,TRUE,"35%","35%","35%","35%","20%","20%","35%",NA,"",NA,0.307142857142857,0.35,0.25,0.35,"I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I would never support this","I might support this","I might support this","I would never support this",0.125,"","Familiar with it","Familiar with it","Familiar with it","Familiar with it","Familiar with it","Familiar with it",6,""
"R_3Xd0rtiQVDlU0H7","R_1qW0pHpFUBCU7ky",1163,1,"","","Very important","Moderately important","Very important","Very important","Moderately important","Very important","Moderately important","Slightly important","Moderately important",2.66666666666667,2.66666666666667,1.66666666666667,"Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree",0.6,0,"Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree",0.8,"Much less","Much less","Much more","Much more",1,FALSE,1,FALSE,"Somewhat less","Much less","Somewhat more","Much more",0.5,FALSE,1,FALSE,"About the same","About the same","Somewhat less","Somewhat less",-0.25,FALSE,-0.25,FALSE,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree",-1,"Moderately","Moderately","A little","Moderately","No opinion","Not at all","A little","A lot","A little","A little","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree","Never","Rarely","Always","Rarely","Never",NA,"","I have no idea.",0.3,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,0,FALSE,FALSE,FALSE,"<5%","20%","20%","65%","20%","<5%","65%",NA,"",NA,0.285714285714286,0.15,0.3,0.65,"I would strongly support this","I would strongly support this","I might support this","I would never support this","I would strongly support this","I might support this","I might support this","I might support this",0.25,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it",0,""
"R_2QJVwqPLk5JS4FM","R_1Eaoz2aI7hC9mNb",1164,1,"","","Moderately important","Moderately important","Moderately important","Very important","Very important","Not at all important","Moderately important","Slightly important","Moderately important",2,2,1.66666666666667,"Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree",-0.166666666666667,0.5,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",0.2,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"No opinion","No opinion","No opinion","No opinion",0,TRUE,0,TRUE,"Much less","Much less","Much more","Much more",1,FALSE,1,FALSE,"Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree",-0.833333333333333,"A little","A little","Not at all","A little","A little","A lot","A lot","Moderately","Moderately","A little","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","No opinion","No opinion","No opinion","No opinion","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Sometimes","Rarely","Rarely","Never","Rarely",NA,"","I have no idea.",0.25,"Don't know",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,2,FALSE,TRUE,TRUE,"20%","35%","20%","65%","20%","20%","65%",NA,"",NA,0.35,0.25,0.35,0.65,"I would strongly support this","I might support this","I would strongly support this","I might support this","I might support this","I would never support this","I might support this","I would never support this",0,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it",0,""
